"foaf_depicts","dcterms_identifier","dcterms_created","dcterms_modified","label","dcterms_description","ac_tag","geo_lat","geo_long","ac_accessURI","exif_PixelXDimension","exif_PixelYDimension","geo_alt"
"000195",4822187978,"2010-06-25T09:35:00","2017-04-04T08:11:00-05:00","dsc0294jpg","Jiutian_Shengmumiao    right/east ear hall   side court","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4076/4822187978_d29f3fc839_",1371,2048,
"000195",4822188244,"2010-06-25T09:35:16","2017-04-04T08:11:00-05:00","dsc0295jpg","Jiutian_Shengmumiao    right/east ear hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4115/4822188244_bafe5d4cf4_",2048,1371,
"000195",4821570811,"2010-06-25T09:35:25","2017-04-04T08:11:00-05:00","dsc0296jpg","Jiutian_Shengmumiao    right/east ear hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4119/4821570811_89dc360d46_",2048,1371,
"000195",4822188890,"2010-06-25T09:35:40","2017-04-04T08:11:00-05:00","dsc0297jpg","Jiutian_Shengmumiao    Main Hall and right/east ear hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4079/4822188890_1b84b645fd_",2048,1371,
"000195",4821571307,"2010-06-25T09:35:55","2017-04-04T08:11:00-05:00","dsc0298jpg","Jiutian_Shengmumiao    大殿 Main Hall roof decoration","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4101/4821571307_ed44e2fbd5_",1371,2048,
"000195",4821571615,"2010-06-25T09:36:08","2017-04-04T08:11:00-05:00","dsc0299jpg","Jiutian_Shengmumiao    大殿 Main Hall roof","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4097/4821571615_5e3ee46f54_",1371,2048,
"000195",4821571933,"2010-06-25T09:36:45","2017-04-04T08:11:00-05:00","dsc0300jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4134/4821571933_7c6635dcd8_",1371,2048,
"000195",4821572115,"2010-06-25T09:36:51","2017-04-04T08:11:00-05:00","dsc0301jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4094/4821572115_29b3b41fe0_",1371,2048,
"000195",4821572299,"2010-06-25T09:37:26","2017-04-04T08:11:00-05:00","dsc0302jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4115/4821572299_e90131b051_",2048,1371,
"000195",4822190252,"2010-06-25T09:37:35","2017-04-04T08:11:00-05:00","dsc0303jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4093/4822190252_c2443a8551_",2048,1371,
"000195",4822190456,"2010-06-25T09:37:59","2017-04-04T08:11:00-05:00","dsc0304jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4096/4822190456_04ccf87064_",2048,1371,
"000195",4821573011,"2010-06-25T09:38:09","2017-04-04T08:11:00-05:00","dsc0305jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4121/4821573011_136c0a4126_",2048,1371,
"000195",4822191046,"2010-06-25T09:38:19","2017-04-04T08:11:00-05:00","dsc0306jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4135/4822191046_e09719bbbc_",2048,1371,
"000195",4821573667,"2010-06-25T09:38:31","2017-04-04T08:11:00-05:00","dsc0307jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4098/4821573667_6b649bbe88_",2048,1371,
"000195",4822191742,"2010-06-25T09:38:49","2017-04-04T08:11:00-05:00","dsc0308jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4099/4822191742_ae9e3a80ef_",2048,1371,
"000195",4821574317,"2010-06-25T09:39:13","2017-04-04T08:11:00-05:00","dsc0309jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4123/4821574317_d949437c3a_",2048,1371,
"000195",4821574499,"2010-06-25T09:39:25","2017-04-04T08:11:00-05:00","dsc0310jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4078/4821574499_aa977a5543_",2048,1371,
"000195",4821574681,"2010-06-25T09:39:32","2017-04-04T08:11:00-05:00","dsc0311jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4076/4821574681_c89712412b_",2048,1371,
"000195",4821574879,"2010-06-25T09:39:52","2017-04-04T08:11:00-05:00","dsc0312jpg","Jiutian_Shengmumiao    献殿 Offering Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4136/4821574879_bf02bd5715_",2048,1371,
"000195",4822193058,"2010-06-25T09:40:02","2017-04-04T08:11:00-05:00","dsc0313jpg","Jiutian_Shengmumiao    献殿 Offering Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4123/4822193058_3b22e258dc_",2048,1371,
"000195",4822193308,"2010-06-25T09:40:33","2017-04-04T08:11:00-05:00","dsc0314jpg","Jiutian_Shengmumiao    献殿 Offering Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4137/4822193308_0d4eaacd92_",1371,2048,
"000195",4821575653,"2010-06-25T09:40:40","2017-04-04T08:11:00-05:00","dsc0315jpg","Jiutian_Shengmumiao    献殿 Offering Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4120/4821575653_7695eb22cc_",1371,2048,
"000195",4822193668,"2010-06-25T09:43:07","2017-04-04T08:11:00-05:00","dsc0316jpg","Jiutian_Shengmumiao    大殿 Main Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4138/4822193668_a8321e0306_",2048,1371,
"000195",4822194112,"2010-06-25T09:49:41","2017-04-04T08:11:00-05:00","dsc0318jpg","Jiutian_Shengmumiao    戏台 stage and 山门 shanmen","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4081/4822194112_dd4415d0ab_",1371,2048,
"000195",4822194398,"2010-06-25T09:50:00","2017-04-04T08:11:00-05:00","dsc0319jpg","Jiutian_Shengmumiao    West side Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4135/4822194398_8b2a99c04e_",2048,1371,
"000195",4822194756,"2010-06-25T09:50:10","2017-04-04T08:11:00-05:00","dsc0320jpg","Jiutian_Shengmumiao    West side hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4141/4822194756_0ec16bf3c7_",2048,1371,
"000195",4821577179,"2010-06-25T09:50:23","2017-04-04T08:11:00-05:00","dsc0321jpg","Jiutian_Shengmumiao    left ear hall and west side hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4118/4821577179_f2b63c25d1_",2048,1371,
"000195",4822195182,"2010-06-25T09:50:28","2017-04-04T08:11:00-05:00","dsc0322jpg","Jiutian_Shengmumiao    left ear hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4102/4822195182_82575f5f79_",2048,1371,
"000195",4822180202,"2010-06-25T09:27:28","2017-04-04T08:11:00-05:00","jiutian_shengmumiao----east-courtyard-showing--offering-hall--main-hall-and-right-ear-hall","Jiutian_Shengmumiao    East courtyard showing 献殿 Offering Hall, 大殿 Main Hall, and right ear hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.337419,"farm5.staticflickr.com/4078/4822180202_68b78e748f_",1371,2048,
"000195",4822167808,"2010-06-25T09:01:02","2017-04-04T08:11:00-05:00","p1010649jpg","Jiutian_Shengmumiao   献殿 Offering Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4078/4822167808_16d5f59fa2_",640,480,
"000195",4822168202,"2010-06-25T09:03:15","2017-04-04T08:11:00-05:00","p1010650jpg","Jiutian_Shengmumiao   献殿 Offering Hall","geotagged shanxi geo:tool=houdahgeo pingshun jiutianshengmumiao geo:lat=3622523 geo:lon=11333742 hedongcun beishexiang",36.22523,113.33742,"farm5.staticflickr.com/4116/4822168202_719b86755d_",640,480,
"000230",4109009050,"2009-11-12T19:30:57","2017-04-04T08:11:00-05:00","dsc0039",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2796/4109009050_941786c56c_",3872,2592,
"000230",4109009894,"2009-11-12T19:31:06","2017-04-04T08:11:00-05:00","dsc0040",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2757/4109009894_ff533b5ae8_",3872,2592,
"000230",4108244263,"2009-11-12T19:36:54","2017-04-04T08:11:00-05:00","dsc0041",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2503/4108244263_bb5a84d91b_",3872,2592,
"000230",4109011702,"2009-11-12T19:41:27","2017-04-04T08:11:00-05:00","dsc0042",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2716/4109011702_57df8af787_",2592,3872,
"000230",4109012646,"2009-11-12T19:41:58","2017-04-04T08:11:00-05:00","dsc0043",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2733/4109012646_96446362b6_",2592,3872,
"000230",4109013654,"2009-11-12T19:43:27","2017-04-04T08:11:00-05:00","dsc0044",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2542/4109013654_decf2cd101_",3872,2592,
"000230",4109014612,"2009-11-12T19:44:58","2017-04-04T08:11:00-05:00","dsc0045",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2742/4109014612_83d8a08528_",3872,2592,
"000230",4109015648,"2009-11-12T19:45:11","2017-04-04T08:11:00-05:00","dsc0046",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2752/4109015648_c8086daa04_",3872,2592,
"000230",4108250585,"2009-11-12T19:51:10","2017-04-04T08:11:00-05:00","dsc0047",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2527/4108250585_175bb04d36_",3872,2592,
"000230",4108251507,"2009-11-12T19:52:56","2017-04-04T08:11:00-05:00","dsc0048",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2556/4108251507_6511956dca_",2592,3872,
"000230",4109018908,"2009-11-12T19:53:08","2017-04-04T08:11:00-05:00","dsc0049",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2753/4109018908_d98a33a67a_",2592,3872,
"000230",4108254295,"2009-11-12T19:53:17","2017-04-04T08:11:00-05:00","dsc0050",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2525/4108254295_c4c47ee478_",3872,2592,
"000230",4108255329,"2009-11-12T19:54:07","2017-04-04T08:11:00-05:00","dsc0051",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2558/4108255329_3caa9d7b31_",2592,3872,
"000230",4109022534,"2009-11-12T19:54:26","2017-04-04T08:11:00-05:00","dsc0052",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2560/4109022534_ae6d169133_",2592,3872,
"000230",4108257555,"2009-11-12T20:04:59","2017-04-04T08:11:00-05:00","dsc0053",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2619/4108257555_c656e14693_",2592,3872,
"000230",4108258827,"2009-11-12T20:06:48","2017-04-04T08:11:00-05:00","dsc0054",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2654/4108258827_bc00ee1c29_",2592,3872,
"000230",4108260031,"2009-11-12T20:08:20","2017-04-04T08:11:00-05:00","dsc0055",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2777/4108260031_3f043e67c1_",3872,2592,
"000230",4109027378,"2009-11-12T20:08:30","2017-04-04T08:11:00-05:00","dsc0056",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2613/4109027378_35fcd304d1_",2592,3872,
"000230",4109028460,"2009-11-12T20:09:05","2017-04-04T08:11:00-05:00","dsc0057",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2631/4109028460_6fa6b0458d_",2592,3872,
"000230",4109029402,"2009-11-12T20:19:13","2017-04-04T08:11:00-05:00","dsc0058",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2630/4109029402_368a5363a2_",2592,3872,
"000230",4108264413,"2009-11-12T20:19:26","2017-04-04T08:11:00-05:00","dsc0059",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2560/4108264413_7738491766_",2592,3872,
"000230",4109031742,"2009-11-12T20:19:33","2017-04-04T08:11:00-05:00","dsc0060",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2608/4109031742_1cca01bb09_",3872,2592,
"000230",4109032622,"2009-11-12T20:19:41","2017-04-04T08:11:00-05:00","dsc0061",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2656/4109032622_7d533d736c_",3872,2592,
"000230",4108267575,"2009-11-12T20:19:51","2017-04-04T08:11:00-05:00","dsc0062",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2605/4108267575_a4205a73dd_",3872,2592,
"000230",4108268683,"2009-11-12T20:20:24","2017-04-04T08:11:00-05:00","dsc0063",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2583/4108268683_7736577bb9_",3872,2592,
"000230",4109035810,"2009-11-12T20:20:30","2017-04-04T08:11:00-05:00","dsc0064",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2663/4109035810_cc40921d98_",3872,2592,
"000230",4108270765,"2009-11-12T20:20:41","2017-04-04T08:11:00-05:00","dsc0065",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2790/4108270765_579c247730_",2592,3872,
"000230",4109038250,"2009-11-12T20:20:58","2017-04-04T08:11:00-05:00","dsc0066",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2566/4109038250_93ec389984_",2592,3872,
"000230",4109039242,"2009-11-12T20:21:26","2017-04-04T08:11:00-05:00","dsc0067",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2550/4109039242_155da30927_",3872,2592,
"000230",4108274183,"2009-11-12T20:23:47","2017-04-04T08:11:00-05:00","dsc0068",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2544/4108274183_e367bfe69d_",2592,3872,
"000230",4108275223,"2009-11-12T20:24:02","2017-04-04T08:11:00-05:00","dsc0069",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2515/4108275223_56eec3c3d0_",2592,3872,
"000230",4108276261,"2009-11-12T20:24:29","2017-04-04T08:11:00-05:00","dsc0070",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2536/4108276261_3cc4884aee_",3872,2592,
"000230",4108277131,"2009-11-12T20:24:36","2017-04-04T08:11:00-05:00","dsc0071",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2585/4108277131_037bcb35d7_",3872,2592,
"000230",4109044142,"2009-11-12T20:24:43","2017-04-04T08:11:00-05:00","dsc0072",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2799/4109044142_73fca56977_",3872,2592,
"000230",4109044930,"2009-11-12T20:24:56","2017-04-04T08:11:00-05:00","dsc0073",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2581/4109044930_f087d88f5c_",3872,2592,
"000230",4109045770,"2009-11-12T20:27:27","2017-04-04T08:11:00-05:00","dsc0074",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2698/4109045770_bb2a0d82eb_",2592,3872,
"000230",4109046772,"2009-11-12T20:27:38","2017-04-04T08:11:00-05:00","dsc0075",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2537/4109046772_d5c9d8b64c_",2592,3872,
"000230",4108281467,"2009-11-12T20:28:02","2017-04-04T08:11:00-05:00","dsc0076",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2612/4108281467_ebc33c9b77_",3872,2592,
"000230",4108282221,"2009-11-12T20:28:08","2017-04-04T08:11:00-05:00","dsc0077",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2556/4108282221_a6e12aae19_",2592,3872,
"000230",4109049172,"2009-11-12T20:28:11","2017-04-04T08:11:00-05:00","dsc0078",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2494/4109049172_9b232e193b_",2592,3872,
"000230",4108284363,"2009-11-12T20:28:20","2017-04-04T08:11:00-05:00","dsc0079",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2486/4108284363_9af26f5a3f_",2592,3872,
"000230",4109051182,"2009-11-12T20:28:30","2017-04-04T08:11:00-05:00","dsc0080",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2660/4109051182_62a583609c_",3872,2592,
"000230",4108286079,"2009-11-12T20:28:43","2017-04-04T08:11:00-05:00","dsc0081",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2538/4108286079_eed4577cfb_",3872,2592,
"000230",4108286931,"2009-11-12T20:28:49","2017-04-04T08:11:00-05:00","dsc0082",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2651/4108286931_c51388fba6_",3872,2592,
"000230",4109053586,"2009-11-12T20:29:09","2017-04-04T08:11:00-05:00","dsc0083",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2501/4109053586_6099692085_",3872,2592,
"000230",4108288859,"2009-11-12T20:29:19","2017-04-04T08:11:00-05:00","dsc0084",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2695/4108288859_eaae4c8a31_",3872,2592,
"000230",4108289857,"2009-11-12T20:29:31","2017-04-04T08:11:00-05:00","dsc0085",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2681/4108289857_e8736abe7c_",2592,3872,
"000230",4109056280,"2009-11-12T20:29:45","2017-04-04T08:11:00-05:00","dsc0086",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2655/4109056280_d8705766d9_",3872,2592,
"000230",4108291921,"2009-11-12T20:30:03","2017-04-04T08:11:00-05:00","dsc0087",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2669/4108291921_61073a5a9d_",2592,3872,
"000230",4108292715,"2009-11-12T20:30:18","2017-04-04T08:11:00-05:00","dsc0088",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2623/4108292715_80589fce75_",2592,3872,
"000230",4108293783,"2009-11-12T20:30:49","2017-04-04T08:11:00-05:00","dsc0089",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2742/4108293783_9668284928_",2592,3872,
"000230",4109060184,"2009-11-12T20:31:03","2017-04-04T08:11:00-05:00","dsc0090",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2661/4109060184_005f7ee6b1_",3872,2592,
"000230",4109061090,"2009-11-12T20:31:13","2017-04-04T08:11:00-05:00","dsc0091",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2635/4109061090_2a9d427fb2_",3872,2592,
"000230",4108296397,"2009-11-12T20:31:27","2017-04-04T08:11:00-05:00","dsc0092",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2716/4108296397_b48d5731c1_",3872,2592,
"000230",4109062778,"2009-11-12T20:31:57","2017-04-04T08:11:00-05:00","dsc0093",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2677/4109062778_e23c83176c_",2592,3872,
"000230",4109063848,"2009-11-12T20:32:27","2017-04-04T08:11:00-05:00","dsc0094",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2778/4109063848_2daa095c09_",2592,3872,
"000230",4109065608,"2009-11-12T20:32:38","2017-04-04T08:11:00-05:00","dsc0095",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2643/4109065608_7014a4f432_",2592,3872,
"000230",4108301161,"2009-11-12T20:32:48","2017-04-04T08:11:00-05:00","dsc0096",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2637/4108301161_c1504f0f59_",3872,2592,
"000230",4109067930,"2009-11-12T20:46:25","2017-04-04T08:11:00-05:00","dsc0097",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2756/4109067930_83f0ca69d6_",3872,2592,
"000230",4109068698,"2009-11-12T20:49:43","2017-04-04T08:11:00-05:00","dsc0098",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2552/4109068698_232ce5381e_",3872,2592,
"000230",4109069804,"2009-11-12T20:49:49","2017-04-04T08:11:00-05:00","dsc0099",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2635/4109069804_b7f5d72887_",3872,2592,
"000230",4108305285,"2009-11-12T20:50:04","2017-04-04T08:11:00-05:00","dsc0100",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2560/4108305285_0b30ec0a6d_",2592,3872,
"000230",4108306357,"2009-11-12T20:50:52","2017-04-04T08:11:00-05:00","dsc0101",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2739/4108306357_85cf334e05_",2592,3872,
"000230",4108307541,"2009-11-12T20:53:21","2017-04-04T08:11:00-05:00","dsc0102",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2554/4108307541_552ce508f1_",2592,3872,
"000230",4109073964,"2009-11-12T20:53:36","2017-04-04T08:11:00-05:00","dsc0103",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2615/4109073964_64d45bf9b0_",3872,2592,
"000230",4109074846,"2009-11-12T20:53:47","2017-04-04T08:11:00-05:00","dsc0104",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2770/4109074846_4ce62c62c3_",3872,2592,
"000230",4108310405,"2009-11-12T20:53:57","2017-04-04T08:11:00-05:00","dsc0105",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2534/4108310405_75e679e517_",3872,2592,
"000230",4108311557,"2009-11-12T20:54:07","2017-04-04T08:11:00-05:00","dsc0106",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2798/4108311557_7f95230f33_",3872,2592,
"000230",4108312419,"2009-11-12T20:54:13","2017-04-04T08:11:00-05:00","dsc0107",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2691/4108312419_73cdde97be_",3872,2592,
"000230",4109078714,"2009-11-12T20:54:24","2017-04-04T08:11:00-05:00","dsc0108",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2683/4109078714_bf00f92acc_",3872,2592,
"000230",4109080134,"2009-11-12T20:54:42","2017-04-04T08:11:00-05:00","dsc0109",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2518/4109080134_5e1e18a857_",3872,2592,
"000230",4109081562,"2009-11-12T20:54:44","2017-04-04T08:11:00-05:00","dsc0110",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2571/4109081562_a4f809c0cf_",3872,2592,
"000230",4109082960,"2009-11-12T20:54:49","2017-04-04T08:11:00-05:00","dsc0111",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2498/4109082960_fa7ddb8f5c_",3872,2592,
"000230",4108319203,"2009-11-12T20:57:07","2017-04-04T08:11:00-05:00","dsc0112",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2573/4108319203_fe1a40ac32_",3872,2592,
"000230",4109085740,"2009-11-12T20:57:52","2017-04-04T08:11:00-05:00","dsc0113",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2603/4109085740_618ae5f9df_",3872,2592,
"000230",4108321673,"2009-11-12T21:00:48","2017-04-04T08:11:00-05:00","dsc0114",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2699/4108321673_1f808fb399_",2592,3872,
"000230",4109087714,"2009-11-12T21:00:53","2017-04-04T08:11:00-05:00","dsc0115",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2776/4109087714_9f6a4a5a4a_",3872,2592,
"000230",4687806881,"2009-11-12T21:01:06","2017-04-04T08:11:00-05:00","dsc0116","West Pavilion, 1195","geotagged jin stele pavilion 1195 qufu kongmiao geo:tool=houdahgeo geo:lat=3559558 geo:lon=11698405",35.59558,116.98405,"farm2.staticflickr.com/1289/4687806881_79c313d39a_",535,800,
"000230",4109088868,"2009-11-12T21:01:06","2017-04-04T08:11:00-05:00","dsc0116",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2489/4109088868_7c0d4b90ee_",2592,3872,
"000230",4109090080,"2009-11-12T21:01:36","2017-04-04T08:11:00-05:00","dsc0117",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2700/4109090080_a76ed39688_",3872,2592,
"000230",4108325991,"2009-11-12T21:01:45","2017-04-04T08:11:00-05:00","dsc0118",,"shandong qufu kongmiao",,,"farm3.staticflickr.com/2761/4108325991_7a74dfe704_",3872,2592,
