"foaf_depicts","dcterms_identifier","dcterms_created","dcterms_modified","label","dcterms_description","ac_tag","geo_lat","geo_long","ac_accessURI","exif_PixelXDimension","exif_PixelYDimension","geo_alt"
"000150",4821728241,"2010-06-26T10:20:06","2017-04-04T08:11:00-05:00","dsc0666jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4098/4821728241_169f9bbf8e_",2048,1371,
"000150",4822346214,"2010-06-26T10:20:36","2017-04-04T08:11:00-05:00","dsc0667jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4134/4822346214_96c5243896_",1371,2048,
"000150",4822346474,"2010-06-26T10:21:06","2017-04-04T08:11:00-05:00","dsc0668jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4143/4822346474_a67e37ec36_",2048,1371,
"000150",4822346690,"2010-06-26T10:21:16","2017-04-04T08:11:00-05:00","dsc0669jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4080/4822346690_553e270b07_",2048,1371,
"000150",4821729163,"2010-06-26T10:21:35","2017-04-04T08:11:00-05:00","dsc0670jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4099/4821729163_333dfc3bb3_",2048,1371,
"000150",4821729375,"2010-06-26T10:22:03","2017-04-04T08:11:00-05:00","dsc0671jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4095/4821729375_91bb80f33f_",2048,1371,
"000150",4821729609,"2010-06-26T10:22:09","2017-04-04T08:11:00-05:00","dsc0672jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4094/4821729609_21b5541966_",1371,2048,
"000150",4821729805,"2010-06-26T10:22:16","2017-04-04T08:11:00-05:00","dsc0673jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4096/4821729805_5752e19fff_",1371,2048,
"000150",4822347712,"2010-06-26T10:22:28","2017-04-04T08:11:00-05:00","dsc0674jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4141/4822347712_6fed1d6bd7_",2048,1371,
"000150",4822347858,"2010-06-26T10:22:34","2017-04-04T08:11:00-05:00","dsc0675jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4082/4822347858_16ea78c238_",2048,1371,
"000150",4822348054,"2010-06-26T10:23:00","2017-04-04T08:11:00-05:00","dsc0676jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4116/4822348054_66d8d46357_",2048,1371,
"000150",4821730545,"2010-06-26T10:23:03","2017-04-04T08:11:00-05:00","dsc0677jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4101/4821730545_463255c69d_",2048,1371,
"000150",4822348420,"2010-06-26T10:23:08","2017-04-04T08:11:00-05:00","dsc0678jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4076/4822348420_40148c6612_",2048,1371,
"000150",4821730961,"2010-06-26T10:23:35","2017-04-04T08:11:00-05:00","dsc0679jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4096/4821730961_2440a0ff8b_",2048,1371,
"000150",4822348826,"2010-06-26T10:23:44","2017-04-04T08:11:00-05:00","dsc0680jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4118/4822348826_6d7266a42a_",1371,2048,
"000150",4822349036,"2010-06-26T10:23:52","2017-04-04T08:11:00-05:00","dsc0681jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4134/4822349036_efd548c875_",2048,1371,
"000150",4822349222,"2010-06-26T10:24:24","2017-04-04T08:11:00-05:00","dsc0682jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4099/4822349222_4b4b990726_",1371,2048,
"000150",4822349494,"2010-06-26T10:29:05","2017-04-04T08:11:00-05:00","dsc0683jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4136/4822349494_24c3ba2c21_",1371,2048,
"000150",4822349682,"2010-06-26T10:30:01","2017-04-04T08:11:00-05:00","dsc0684jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4114/4822349682_d50e00c483_",1371,2048,
"000150",4822349858,"2010-06-26T10:30:15","2017-04-04T08:11:00-05:00","dsc0685jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4075/4822349858_922db64bdd_",2048,1371,
"000151",4821732417,"2010-06-26T10:32:11","2017-04-04T08:11:00-05:00","dsc0686jpg","Chongqingsi    三大士殿   Sandashidian","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598063 geo:lon=11295963",35.98063,112.95963,"farm5.staticflickr.com/4078/4821732417_6b78db8e1b_",2048,1371,
"000151",4821732713,"2010-06-26T10:32:20","2017-04-04T08:11:00-05:00","dsc0687jpg","Chongqingsi    三大士殿   Sandashidian","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598063 geo:lon=11295963",35.98063,112.95963,"farm5.staticflickr.com/4120/4821732713_805283ef6b_",2048,1371,
"000150",4821732961,"2010-06-26T10:33:36","2017-04-04T08:11:00-05:00","dsc0688jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4137/4821732961_99e78b151e_",2048,1371,
"000151",4821733175,"2010-06-26T10:34:03","2017-04-04T08:11:00-05:00","dsc0689jpg","Chongqingsi    三大士殿   Sandashidian","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598063 geo:lon=11295963",35.98063,112.95963,"farm5.staticflickr.com/4102/4821733175_386a23e33a_",1371,2048,
"000151",4822351106,"2010-06-26T10:34:13","2017-04-04T08:11:00-05:00","dsc0690jpg","Chongqingsi    三大士殿   Sandashidian","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598063 geo:lon=11295963",35.98063,112.95963,"farm5.staticflickr.com/4140/4822351106_95f279935e_",2048,1371,
"000151",4822351336,"2010-06-26T10:34:45","2017-04-04T08:11:00-05:00","dsc0691jpg","Chongqingsi    三大士殿   Sandashidian","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598063 geo:lon=11295963",35.98063,112.95963,"farm5.staticflickr.com/4095/4822351336_1c64cee76e_",1371,2048,
"000151",4822351592,"2010-06-26T10:35:02","2017-04-04T08:11:00-05:00","dsc0692jpg","Chongqingsi    三大士殿   Sandashidian","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598063 geo:lon=11295963",35.98063,112.95963,"farm5.staticflickr.com/4115/4822351592_02b792f281_",2048,1371,
"000151",4821734167,"2010-06-26T10:35:16","2017-04-04T08:11:00-05:00","dsc0693jpg","Chongqingsi    三大士殿   Sandashidian","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598063 geo:lon=11295963",35.98063,112.95963,"farm5.staticflickr.com/4098/4821734167_98b835e2b3_",2048,1371,
"000151",4821734447,"2010-06-26T10:35:33","2017-04-04T08:11:00-05:00","dsc0694jpg","Chongqingsi    三大士殿   Sandashidian","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598063 geo:lon=11295963",35.98063,112.95963,"farm5.staticflickr.com/4120/4821734447_84d8e58e9c_",2048,1371,
"000151",4821734679,"2010-06-26T10:35:54","2017-04-04T08:11:00-05:00","dsc0695jpg","Chongqingsi    三大士殿   Sandashidian","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598063 geo:lon=11295963",35.98063,112.95963,"farm5.staticflickr.com/4140/4821734679_af67997063_",1371,2048,
"000151",4821734883,"2010-06-26T10:36:11","2017-04-04T08:11:00-05:00","dsc0696jpg","Chongqingsi    三大士殿   Sandashidian","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598063 geo:lon=11295963",35.98063,112.95963,"farm5.staticflickr.com/4078/4821734883_584f623e6c_",2048,1371,
"000150",4821735295,"2010-06-26T10:36:37","2017-04-04T08:11:00-05:00","dsc0697jpg","Chongqingsi    view of front courtyard","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4119/4821735295_44f2cdf2e3_",2048,1371,
"000150",4822353346,"2010-06-26T10:40:03","2017-04-04T08:11:00-05:00","dsc0698jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4122/4822353346_e091160e2d_",1371,2048,
"000150",4821735805,"2010-06-26T10:40:11","2017-04-04T08:11:00-05:00","dsc0699jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4134/4821735805_f2a239c903_",1371,2048,
"000150",4821736073,"2010-06-26T10:40:23","2017-04-04T08:11:00-05:00","dsc0700jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4077/4821736073_1f3dac8c44_",2048,1371,
"000150",4821736273,"2010-06-26T10:40:27","2017-04-04T08:11:00-05:00","dsc0701jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4074/4821736273_502a0a5db2_",1371,2048,
"000150",4822354238,"2010-06-26T10:40:32","2017-04-04T08:11:00-05:00","dsc0702jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4139/4822354238_fb37143914_",2048,1371,
"000150",4822354414,"2010-06-26T10:40:39","2017-04-04T08:11:00-05:00","dsc0703jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4120/4822354414_1a8fe3f2e2_",2048,1371,
"000150",4821736825,"2010-06-26T10:40:46","2017-04-04T08:11:00-05:00","dsc0704jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4118/4821736825_a05aae0ecd_",2048,1371,
"000150",4822354966,"2010-06-26T10:40:56","2017-04-04T08:11:00-05:00","dsc0705jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4093/4822354966_11d065ac63_",2048,1371,
"000150",4821737375,"2010-06-26T10:41:03","2017-04-04T08:11:00-05:00","dsc0706jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4096/4821737375_a54043ac4c_",1371,2048,
"000150",4822355600,"2010-06-26T10:42:15","2017-04-04T08:11:00-05:00","dsc0708jpg","Chongqingsi    west side hall wall decorations","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4079/4822355600_15c3f04228_",1371,2048,
"000151",4822355804,"2010-06-26T10:49:29","2017-04-04T08:11:00-05:00","dsc0709jpg","Chongqingsi    三大士殿   Sandashidian","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598063 geo:lon=11295963",35.98063,112.95963,"farm5.staticflickr.com/4077/4822355804_fcf69e04b0_",1371,2048,
"000150",4822356082,"2010-06-26T10:57:14","2017-04-04T08:11:00-05:00","dsc0710jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4136/4822356082_c7b9a95d8f_",2048,1371,
"000150",4821738469,"2010-06-26T10:57:18","2017-04-04T08:11:00-05:00","dsc0711jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4082/4821738469_a075c7dc3c_",2048,1371,
"000150",4822356520,"2010-06-26T10:57:20","2017-04-04T08:11:00-05:00","dsc0712jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4082/4822356520_d1de840a6a_",2048,1371,
"000150",4822356706,"2010-06-26T10:57:25","2017-04-04T08:11:00-05:00","dsc0713jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4095/4822356706_23a47c1fc8_",2048,1371,
"000150",4821739137,"2010-06-26T10:57:27","2017-04-04T08:11:00-05:00","dsc0714jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4093/4821739137_f08f66462f_",2048,1371,
"000150",4821739391,"2010-06-26T10:57:28","2017-04-04T08:11:00-05:00","dsc0715jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4138/4821739391_0a96bf01b9_",2048,1371,
"000150",4822357490,"2010-06-26T10:57:30","2017-04-04T08:11:00-05:00","dsc0716jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4143/4822357490_3056bee2d9_",2048,1371,
"000150",4821739753,"2010-06-26T10:57:53","2017-04-04T08:11:00-05:00","dsc0717jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4114/4821739753_e013c79cc0_",2048,1371,
"000150",4822357840,"2010-06-26T10:57:56","2017-04-04T08:11:00-05:00","dsc0718jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4117/4822357840_bbf03b1194_",2048,1371,
"000150",4821740063,"2010-06-26T10:58:19","2017-04-04T08:11:00-05:00","dsc0719jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4120/4821740063_e257261c4f_",2048,1371,
"000150",4821740219,"2010-06-26T10:58:23","2017-04-04T08:11:00-05:00","dsc0720jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4073/4821740219_8fb6d959e3_",2048,1371,
"000150",4822358364,"2010-06-26T10:58:24","2017-04-04T08:11:00-05:00","dsc0721jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4096/4822358364_d5771e4011_",2048,1371,
"000150",4821740619,"2010-06-26T10:58:28","2017-04-04T08:11:00-05:00","dsc0722jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4096/4821740619_39b6f54b98_",2048,1371,
"000150",4822358714,"2010-06-26T10:58:34","2017-04-04T08:11:00-05:00","dsc0723jpg","Chongqingsi   stele","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4137/4822358714_8db9595ff5_",2048,1371,
"000150",4821740939,"2010-06-26T11:04:03","2017-04-04T08:11:00-05:00","dsc0724jpg","Chongqingsi  East side hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4078/4821740939_918abc1f02_",2048,1371,
"000150",4821741115,"2010-06-26T11:04:27","2017-04-04T08:11:00-05:00","dsc0725jpg","Chongqingsi   west side hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4076/4821741115_013ed7067c_",2048,1371,
"000150",4822359334,"2010-06-26T11:04:51","2017-04-04T08:11:00-05:00","dsc0726jpg","Chongqingsi","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4143/4822359334_5afe0a7c4e_",2048,1371,
"000150",4821741595,"2010-06-26T11:05:04","2017-04-04T08:11:00-05:00","dsc0727jpg","Chongqingsi","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4075/4821741595_52571c91a1_",2048,1371,
"000150",4821741915,"2010-06-26T11:05:13","2017-04-04T08:11:00-05:00","dsc0728jpg","Chongqingsi","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4101/4821741915_e7fd646a9a_",2048,1371,
"000150",4821742227,"2010-06-26T11:05:27","2017-04-04T08:11:00-05:00","dsc0729jpg","Chongqingsi","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4073/4821742227_e108b3549a_",2048,1371,
"000150",4822360276,"2010-06-26T11:06:04","2017-04-04T08:11:00-05:00","dsc0730jpg","Chongqingsi  roof decoration on  千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4078/4822360276_3132d75f98_",2048,1371,
"000150",4822360470,"2010-06-26T11:06:19","2017-04-04T08:11:00-05:00","dsc0731jpg","Chongqingsi    千佛殿  Thousand Buddha Hall      roof decoration","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4134/4822360470_74d482cab2_",2048,1371,
"000150",4822360636,"2010-06-26T11:06:22","2017-04-04T08:11:00-05:00","dsc0732jpg","Chongqingsi    千佛殿  Thousand Buddha Hall    roof decoration","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4135/4822360636_215bb1c1d8_",2048,1371,
"000150",4821742985,"2010-06-26T11:06:35","2017-04-04T08:11:00-05:00","dsc0733jpg","Chongqingsi    千佛殿  Thousand Buddha Hall     roof decoration","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4074/4821742985_4b6a8b114c_",2048,1371,
"000150",4821743601,"2010-06-26T11:08:16","2017-04-04T08:11:00-05:00","dsc0735jpg","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4117/4821743601_0070ec62d0_",2048,1371,
"000150",4821737629,"2010-06-26T10:41:11","2017-04-04T08:11:00-05:00","chongqingsi-------sandashidian","Chongqingsi    三大士殿   Sandashidian","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4135/4821737629_1e7a5a975e_",2048,1371,
"000150",4821743209,"2010-06-26T11:06:56","2017-04-04T08:11:00-05:00","chongqingsi------thousand-buddha-hall","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4081/4821743209_a70bbdd8c6_",2048,1371,
"000150",4822344910,"2010-06-26T10:17:17","2017-04-04T08:11:00-05:00","chongqingsi------thousand-buddha-hall","Chongqingsi    千佛殿  Thousand Buddha Hall","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4073/4822344910_b493bc4bbd_",2048,1371,
"000150",4821725453,"2010-06-26T10:08:55","2017-04-04T08:11:00-05:00","p1010667jpg","Chongqingsi","geotagged shanxi zhangzi geo:tool=houdahgeo chongqingsi setouzhen geo:lat=3598058 geo:lon=11295980",35.98058,112.9598,"farm5.staticflickr.com/4138/4821725453_b0e71c44d4_",640,480,
"000153",4834837796,"2010-06-25T03:12:40","2017-04-04T08:11:00-05:00","dsc0531jpg",,"geotagged shanxi geo:tool=houdahgeo pingshun chunhuasi yanggaoxiang yanggaocun geo:lat=36353233 geo:lon=11358620",36.353233,113.5862,"farm5.staticflickr.com/4145/4834837796_9dc6ce7d13_",2048,1371,
"000153",4834229413,"2010-06-25T03:12:47","2017-04-04T08:11:00-05:00","dsc0532jpg",,"geotagged shanxi geo:tool=houdahgeo pingshun chunhuasi yanggaoxiang yanggaocun geo:lat=36353233 geo:lon=11358620",36.353233,113.5862,"farm5.staticflickr.com/4085/4834229413_2bfb982592_",2048,1371,
"000153",4834230113,"2010-06-25T03:12:51","2017-04-04T08:11:00-05:00","dsc0533jpg",,"geotagged shanxi geo:tool=houdahgeo pingshun chunhuasi yanggaoxiang yanggaocun geo:lat=36353233 geo:lon=11358620",36.353233,113.5862,"farm5.staticflickr.com/4085/4834230113_13e85eb586_",1371,2048,
"000153",4834230745,"2010-06-25T03:12:53","2017-04-04T08:11:00-05:00","dsc0534jpg",,"geotagged shanxi geo:tool=houdahgeo pingshun chunhuasi yanggaoxiang yanggaocun geo:lat=36353233 geo:lon=11358620",36.353233,113.5862,"farm5.staticflickr.com/4126/4834230745_459479da81_",1371,2048,
"000153",4834231389,"2010-06-25T03:12:55","2017-04-04T08:11:00-05:00","dsc0535jpg",,"geotagged shanxi geo:tool=houdahgeo pingshun chunhuasi yanggaoxiang yanggaocun geo:lat=36353233 geo:lon=11358620",36.353233,113.5862,"farm5.staticflickr.com/4107/4834231389_bc8f14c0e1_",1371,2048,
"000153",4834840734,"2010-06-25T03:12:58","2017-04-04T08:11:00-05:00","dsc0536jpg",,"geotagged shanxi geo:tool=houdahgeo pingshun chunhuasi yanggaoxiang yanggaocun geo:lat=36353233 geo:lon=11358620",36.353233,113.5862,"farm5.staticflickr.com/4083/4834840734_4512dea894_",1371,2048,
"000153",4834841262,"2010-06-25T03:12:59","2017-04-04T08:11:00-05:00","dsc0537jpg",,"geotagged shanxi geo:tool=houdahgeo pingshun chunhuasi yanggaoxiang yanggaocun geo:lat=36353233 geo:lon=11358620",36.353233,113.5862,"farm5.staticflickr.com/4108/4834841262_bba4e771a2_",1371,2048,
"000153",4834842038,"2010-06-25T03:13:56","2017-04-04T08:11:00-05:00","dsc0538jpg",,"geotagged shanxi geo:tool=houdahgeo pingshun chunhuasi yanggaoxiang yanggaocun geo:lat=36353233 geo:lon=11358620",36.353233,113.5862,"farm5.staticflickr.com/4150/4834842038_f5bf785d9b_",2048,1371,
"000153",4834233865,"2010-06-25T03:13:58","2017-04-04T08:11:00-05:00","dsc0539jpg",,"geotagged shanxi geo:tool=houdahgeo pingshun chunhuasi yanggaoxiang yanggaocun geo:lat=36353233 geo:lon=11358620",36.353233,113.5862,"farm5.staticflickr.com/4148/4834233865_b87c592369_",2048,1371,
